label,left_up,mid_up,right_up,left_mid,right_mid,left_down,mid_down,right_down
1,1,0,0,0,-1,0,0,0
1,0,0,-1,0,0,1,0,0
1,-1,0,-1,0,0,0,0,1
1,1,0,-1,0,0,-1,0,0
1,1,0,-1,0,0,-1,0,0
1,-1,0,-1,0,0,1,0,0
1,-1,0,-1,0,0,0,0,1
1,0,0,0,0,0,0,0,1
1,0,0,0,0,-1,1,0,0
1,0,0,0,0,0,1,0,0
1,1,0,0,0,-1,0,0,0
1,0,0,1,0,0,0,0,-1
1,0,0,1,0,0,0,0,0
1,1,0,-1,0,0,0,0,0
1,-1,0,0,0,0,0,0,1
1,0,0,1,-1,0,0,0,0
2,0,-1,1,0,-1,0,0,0
2,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0
2,0,-1,1,0,-1,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,0,0,0,-1,1,0,0
2,1,-1,0,-1,0,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,0,0,0,-1,-1,0,1
2,0,-1,1,0,-1,0,0,0
2,-1,-1,-1,0,0,0,-1,1
2,1,1,1,-1,0,1,-1,0
2,-1,-1,1,0,0,1,0,1
2,0,-1,1,0,-1,0,0,0
2,0,-1,1,0,-1,0,0,0
2,1,-1,-1,-1,0,0,0,0
2,0,-1,1,0,-1,0,0,0
2,1,-1,0,-1,0,0,0,0
2,0,-1,1,0,-1,0,0,-1
2,0,0,0,-1,0,1,-1,-1
2,1,-1,0,-1,0,0,0,0
2,-1,-1,-1,0,-1,0,-1,1
2,0,0,0,-1,0,1,-1,-1
2,1,-1,0,-1,0,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,0,0,0,-1,-1,-1,1
2,-1,0,0,0,-1,-1,-1,1
2,1,-1,1,-1,0,0,0,0
2,1,-1,0,-1,0,-1,0,-1
2,0,0,0,0,-1,0,-1,1
2,0,0,0,-1,0,1,-1,0
2,0,0,0,-1,0,1,-1,0
2,0,-1,1,-1,-1,0,1,1
2,0,1,0,0,-1,0,-1,1
2,-1,1,0,-1,-1,-1,-1,1
2,0,0,1,-1,0,1,-1,1
3,0,0,0,0,0,0,0,0
3,0,0,0,-1,0,0,0,0
3,0,0,1,0,-1,0,0,0
3,-1,1,0,-1,0,-1,1,1
3,0,0,0,0,0,1,-1,-1
3,0,0,0,0,0,1,-1,0
3,-1,-1,0,1,1,0,0,1
3,0,0,1,1,1,-1,-1,-1
3,0,-1,1,0,0,0,0,1
3,0,0,1,0,-1,0,0,0
3,1,-1,-1,0,0,0,0,0
3,1,-1,0,1,0,0,0,0
3,0,0,0,0,0,0,-1,0
3,0,0,-1,0,0,0,0,-1
3,0,1,0,-1,1,0,1,-1
3,0,0,0,0,-1,0,0,1
3,0,0,1,-1,-1,0,0,0
3,0,0,0,-1,-1,1,0,-1
3,0,0,0,-1,0,0,0,0
3,1,-1,0,0,0,0,0,0
3,0,0,1,0,-1,0,0,0
3,-1,0,0,0,-1,0,-1,1
3,0,0,0,0,0,0,-1,0
3,0,0,0,0,0,0,-1,1
3,0,1,-1,0,1,0,0,-1
3,-1,1,-1,1,0,0,0,0
3,0,-1,1,-1,0,1,-1,1
3,1,0,0,-1,0,1,0,0
3,-1,1,-1,1,-1,1,0,0
3,-1,1,-1,1,1,-1,1,-1
3,0,1,1,0,-1,0,1,-1
3,0,0,0,0,-1,0,0,0
3,0,0,0,0,0,0,-1,0
3,-1,1,1,1,1,1,1,-1
3,1,1,-1,1,1,1,1,-1
0,0,-1,0,0,1,0,0,0
0,0,0,0,1,0,-1,-1,0
0,0,0,-1,0,1,0,0,0
0,0,0,0,0,1,0,-1,-1
0,-1,0,1,1,0,0,0,0
0,0,0,-1,0,1,0,0,-1
0,0,1,0,-1,0,0,0,0
0,0,0,0,0,-1,0,1,-1
0,0,1,0,0,0,0,-1,0
0,-1,1,0,-1,0,0,0,0
0,0,0,-1,0,1,0,0,1
0,-1,0,0,1,0,0,0,0
0,0,0,0,1,0,-1,0,0
0,-1,-1,0,1,0,0,0,0
0,-1,1,0,0,0,0,0,0
0,0,0,0,0,0,-1,1,-1
0,0,0,0,-1,1,0,0,-1
0,0,1,-1,0,0,0,0,0
0,0,-1,0,1,0,0,0,0
0,0,0,0,1,0,-1,-1,0
0,0,0,0,0,1,0,0,-1
0,0,0,-1,1,0,-1,0,0
0,0,-1,-1,0,1,0,0,0
0,-1,1,-1,0,0,0,0,0
0,0,1,-1,0,-1,0,0,0
0,0,-1,0,1,0,0,0,0
0,0,0,1,1,-1,0,-1,0
0,1,0,0,0,0,0,1,-1
0,0,0,0,-1,0,-1,1,0
0,0,-1,0,0,1,0,0,0
0,0,0,0,-1,1,0,0,-1
0,1,-1,-1,0,1,0,0,0
0,0,0,-1,0,1,1,0,-1
0,0,0,0,0,-1,0,1,0
0,-1,1,-1,0,0,0,0,0
0,1,-1,-1,0,1,1,0,0
0,1,0,0,-1,0,-1,1,0
0,-1,1,0,-1,0,0,0,0
0,0,0,0,0,0,-1,1,-1
0,0,0,0,1,0,-1,0,0
0,-1,0,0,1,0,-1,0,0
0,0,0,-1,0,1,0,0,0
0,0,0,-1,0,1,0,0,0
0,0,1,-1,0,0,0,0,0
0,-1,1,0,-1,0,0,0,0
0,0,0,0,0,1,0,-1,-1
0,0,0,0,0,1,0,0,-1
0,0,-1,-1,0,1,0,0,0
0,0,0,-1,0,1,0,0,-1
0,-1,1,-1,0,0,0,0,0
1,1,0,0,0,-1,0,0,0
1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0
1,1,0,0,0,-1,0,0,0
1,1,0,-1,0,0,1,0,0
1,0,0,0,0,0,-1,0,1
1,-1,0,0,0,0,1,0,0
1,-1,0,0,0,0,1,0,0
1,0,-1,0,0,0,1,0,0
1,-1,0,0,0,0,1,0,0
1,0,0,0,0,-1,1,0,0
1,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0
1,-1,0,1,0,0,0,0,0
1,1,-1,0,-1,0,0,0,0
1,1,0,0,0,-1,0,0,0
1,0,0,1,0,0,0,-1,0
1,1,0,0,0,-1,0,0,0
1,0,0,0,0,-1,1,0,-1
1,0,0,1,0,0,0,-1,0
1,0,0,0,-1,0,0,0,1
1,1,0,0,0,0,0,0,0
1,1,0,-1,0,0,0,0,0
1,0,0,0,0,0,-1,0,1
1,1,0,-1,0,0,0,0,0
1,0,0,0,-1,0,0,0,1
1,0,0,0,0,0,0,0,1
1,0,0,1,-1,0,0,0,0
1,-1,0,0,0,-1,1,0,0
1,0,0,0,0,0,-1,0,1
1,0,0,-1,0,0,0,0,1
1,0,0,1,0,0,0,-1,0
1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1
1,0,-1,0,0,0,0,0,1
1,-1,0,1,0,0,0,0,1
1,0,0,-1,0,0,1,0,0
1,1,0,0,0,0,-1,0,0
1,0,0,1,0,0,0,-1,-1
1,-1,0,-1,-1,0,-1,0,1
2,0,-1,1,0,-1,0,0,0
2,0,1,0,-1,0,1,-1,0
2,0,0,0,-1,0,1,-1,0
2,0,0,0,0,-1,0,-1,1
2,1,1,-1,1,-1,0,-1,1
2,0,-1,1,0,-1,0,1,0
2,-1,-1,1,0,-1,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,0,0,-1,0,1,-1,0
2,0,-1,1,0,-1,0,0,0
2,1,-1,0,-1,0,0,0,0
2,1,-1,0,-1,0,0,0,0
2,1,-1,0,-1,0,0,0,0
2,0,0,0,0,-1,0,-1,1
2,0,0,0,0,-1,0,-1,1
2,0,1,0,-1,0,1,-1,0
2,0,0,0,-1,0,1,-1,0
2,0,-1,1,1,-1,1,1,1
2,-1,-1,1,0,-1,0,0,0
2,0,0,0,0,-1,-1,-1,1
2,1,-1,0,-1,0,0,0,0
2,1,-1,0,-1,0,0,0,0
2,0,-1,1,0,-1,-1,0,1
2,-1,-1,1,1,-1,0,0,0
2,1,-1,0,-1,0,0,0,0
2,-1,-1,-1,-1,1,1,-1,1
2,0,0,0,-1,0,1,-1,0
2,0,0,0,-1,0,1,-1,-1
2,1,0,1,1,-1,1,-1,1
2,0,1,0,-1,1,1,-1,0
2,-1,0,1,-1,0,1,-1,-1
2,0,0,0,-1,0,1,-1,0
2,0,-1,1,1,-1,0,0,0
2,0,-1,1,0,-1,0,0,0
2,0,0,-1,1,-1,-1,-1,1
2,0,1,0,0,-1,0,-1,1
2,-1,0,1,1,-1,0,-1,1
2,1,-1,0,-1,0,-1,0,0
2,-1,-1,1,0,-1,-1,0,0
2,-1,0,-1,-1,0,1,-1,0
3,0,0,-1,1,0,-1,-1,0
3,0,-1,0,1,0,-1,0,-1
3,1,0,0,-1,0,0,1,0
3,1,-1,0,0,1,0,0,0
3,0,0,-1,0,0,0,-1,0
3,-1,-1,1,-1,1,0,-1,0
3,0,1,-1,0,1,0,-1,0
3,-1,1,0,1,0,1,0,0
3,0,0,0,0,0,1,-1,-1
3,0,1,-1,1,1,-1,-1,1
3,1,0,-1,1,1,0,1,-1
3,0,1,1,1,-1,-1,-1,0
3,-1,1,-1,1,1,-1,1,0
3,0,0,0,0,-1,0,0,0
3,0,0,0,0,0,0,-1,1
3,0,1,-1,0,0,0,1,1
3,1,1,0,1,1,-1,1,-1
3,-1,1,0,1,0,0,1,1
3,-1,1,1,1,-1,1,1,1
3,-1,1,1,1,1,-1,1,1
3,1,0,0,1,0,-1,1,1
3,-1,0,1,-1,1,1,1,0
3,1,1,-1,1,1,-1,1,1
3,1,1,0,1,1,-1,1,0
3,0,0,0,1,0,-1,1,0
3,0,0,0,-1,-1,0,0,1
3,0,0,0,-1,0,1,1,0
3,0,0,1,0,-1,0,0,0
3,-1,1,0,1,1,0,-1,1
3,1,0,0,1,0,-1,1,0
